,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
864,kor,1997,primaryagr,8400.38,19.0981,9.4696,6941.95,368.608,70.7586,41.9767,62.4331,1.1521,20.4058,139.008,3.9503,19.0893,18.1334,105.111,200.555,25.7732,1.226,280.804,159.984,66.4644,14.1969,9.4117,59.0974,39.8185,1043.47,487.584,primaryagr,176.856,2.422,4.3554,565.402,19.5427,66.0528,12.1956,39.5575,0.9984,8.2025,94.6074,3.3016,19.3286,8.6512,52.7806,137.755,9.1246,0.0165,0.1922,9.3012,40.6985,2.4979,0.7235,5.32,32.4516,51.2513,8.639,0.642053,0.001555,0.003102,0.013103,0.002127
865,kor,1997,otherprim,150.005,2179.54,7.0809,570.503,27.8103,19.8521,9.1803,7.3756,3.1433,6.3398,56.9674,109.937,59.5119,16.7831,79.3043,231.726,29.9082,0.7218,1402.48,31.6727,15.2634,2.6148,1.5759,8.5661,9.6913,135.921,184.064,otherprim,3.1581,276.404,3.2567,46.4659,1.4744,18.5319,2.6672,4.6732,2.7237,2.5484,38.7713,91.8827,60.258,8.0069,39.822,159.166,10.5885,0.0097,0.9598,1.8414,9.3463,0.4601,0.1211,0.7711,7.8983,6.676,3.2612,0.653371,0.002559,0.005194,0.007656,0.003414
866,kor,1997,energy,157.93,61.7006,2937.65,373.152,63.4867,487.643,167.297,69.009,6.5624,129.053,1012.31,37.1247,343.715,139.425,620.322,1004.07,142.409,41.936,1105.29,457.806,812.125,47.7296,25.1611,94.8394,171.987,250.328,1418.71,energy,3.325,7.8247,1351.12,30.3922,3.3659,455.212,48.6055,43.7239,5.6865,51.8751,688.964,31.0281,348.024,66.5173,311.49,689.669,50.4176,0.566,0.7564,26.6162,497.293,8.3979,1.9341,8.5375,140.168,12.2952,25.1367,0.301732,0.024542,0.023004,0.046874,0.016284
867,kor,1997,procfoods,277.586,7.552,3.4279,4384.76,95.8928,23.5832,15.1251,22.3597,0.4266,7.894,43.8609,1.4903,7.0984,6.7343,37.9097,73.1529,7.875,0.4502,82.8868,59.6741,24.643,5.3394,3.5256,22.3214,13.8892,396.496,155.713,procfoods,5.8441,0.9577,1.5766,357.126,5.084,22.0148,4.3943,14.1671,0.3696,3.1731,29.8512,1.2455,7.1874,3.2128,19.036,50.2467,2.788,0.0061,0.0567,3.4694,15.0898,0.9395,0.271,2.0094,11.3196,19.4745,2.7589,0.147566,0.012696,0.00582,0.005573,0.013076
868,kor,1997,bevtobacco,5.4563,8.1466,2.7936,20.18,1006.23,16.6107,11.2212,4.0173,0.3492,5.8234,16.7259,1.3197,6.0273,5.6111,29.5258,59.2351,5.7268,0.3662,67.4872,51.5707,20.5884,4.6083,3.0349,19.3593,11.5833,345.395,124.46,bevtobacco,0.1149,1.0331,1.2849,1.6436,53.3478,15.506,3.2601,2.5454,0.3026,2.3408,11.3835,1.103,6.1029,2.677,14.8261,40.687,2.0275,0.0049,0.0462,2.9982,12.607,0.8108,0.2333,1.7427,9.4403,16.9646,2.2052,0.281601,0.001098,0.000961,0.001979,0.00128
869,kor,1997,textiles,4.3934,12.2069,1.4694,12.4405,2.0846,4913.67,802.128,61.7537,0.1686,4.9305,37.096,1.4283,3.1113,3.5596,96.6777,37.8358,48.3251,0.1634,56.5935,19.5839,13.407,1.3363,1.0158,4.2202,4.1428,55.9622,64.3942,textiles,0.0925,1.5481,0.6758,1.0132,0.1105,4586.88,233.045,39.127,0.1461,1.9819,25.2471,1.1937,3.1503,1.6982,48.5459,25.9884,17.1087,0.0022,0.0387,1.1386,8.2096,0.2351,0.0781,0.3799,3.3763,2.7487,1.1409,0.26635,0.086408,0.071494,0.04779,0.083463
870,kor,1997,clothing,2.5616,0.8894,1.2523,7.9095,1.3483,5.8631,3001.48,2.5702,0.1423,1.9604,7.7916,0.5218,3.2379,3.483,19.3891,34.3715,4.0917,0.2069,38.0284,16.8064,10.2263,1.2671,1.7002,4.6335,3.2831,35.1445,52.8007,clothing,0.0539,0.1128,0.576,0.6442,0.0715,5.4732,872.031,1.6284,0.1233,0.788,5.3029,0.4361,3.2785,1.6617,9.7361,23.6088,1.4486,0.0028,0.026,0.9771,6.2619,0.2229,0.1307,0.4171,2.6756,1.7262,0.9355,0.31241,0.017134,0.016629,0.008979,0.017415
871,kor,1997,leather,0.6323,0.6637,0.2228,1.585,0.4632,1.4804,89.5799,1339.07,0.025,0.6767,1.5919,0.1208,0.6477,0.8425,4.5757,14.4911,27.3938,0.0265,13.1945,4.2771,1.9299,0.4311,0.2119,1.0117,0.9177,15.1295,11.2506,leather,0.0133,0.0842,0.1025,0.1291,0.0246,1.382,26.026,848.43,0.0217,0.272,1.0834,0.1009,0.6559,0.4019,2.2977,9.9535,9.6984,0.0004,0.009,0.2487,1.1817,0.0759,0.0163,0.0911,0.7479,0.7431,0.1993,0.285387,0.01577,0.013981,0.008632,0.015483
872,kor,1997,lumber,9.8756,15.3491,2.7644,17.7387,3.1085,4.6995,3.668,2.0236,129.813,2.9836,8.4602,2.2178,5.5302,12.2108,58.917,49.4976,95.7813,0.1217,515.935,16.5244,8.1053,0.6257,0.3633,1.4939,3.3716,16.3617,62.3429,lumber,0.2079,1.9465,1.2714,1.4448,0.1648,4.387,1.0657,1.2822,112.486,1.1993,5.7579,1.8536,5.5995,5.8256,29.5847,33.9985,33.9099,0.0016,0.3531,0.9607,4.9631,0.1101,0.0279,0.1345,2.7478,0.8036,1.1046,0.268584,0.002127,0.001774,0.002418,0.001787
873,kor,1997,paperpub,58.5001,14.2497,15.5135,318.471,57.3905,140.302,113.164,62.1638,2.8611,2281.38,224.538,14.1549,29.2414,37.1259,205.312,636.325,108.619,1.8025,630.911,451.085,141.01,23.7692,32.2417,75.6831,213.815,325.69,725.619,paperpub,1.2316,1.8071,7.1351,25.9386,3.0427,130.971,32.8781,39.3869,2.4792,917.039,152.818,11.8304,29.608,17.7122,103.095,437.074,38.4548,0.0243,0.4318,26.2254,86.3457,4.1821,2.4784,6.813,174.257,15.9967,12.8565,0.344644,0.011538,0.012353,0.021791,0.013306
874,kor,1997,chemicals,285.293,40.0133,54.7365,539.661,90.0948,1192.12,296.478,163.699,8.4265,113.324,7461.76,17.9177,61.3211,85.9194,1167.96,1343.6,234.527,8.8,1205.79,184.06,280.256,12.0146,7.4215,28.2603,56.2238,303.14,1420.29,chemicals,6.0064,5.0744,25.175,43.9539,4.7766,1112.83,86.1368,103.719,7.3018,45.5523,5078.38,14.9752,62.09,40.9908,586.479,922.882,83.0306,0.1188,0.8252,10.701,171.61,2.1139,0.5705,2.544,45.8217,14.8892,25.1646,0.270263,0.08561,0.071874,0.081199,0.080292
875,kor,1997,nonmetmin,10.1908,3.7064,16.1322,34.0117,49.1885,24.1274,11.2346,7.1547,0.6017,11.098,87.7071,494.151,80.6849,28.3645,200.609,707.01,37.873,1.9167,3836.2,41.6688,21.8995,3.0515,1.5204,5.7748,14.8072,59.5268,367.704,nonmetmin,0.2145,0.47,7.4197,2.7702,2.6078,22.5228,3.264,4.5332,0.5214,4.461,59.6924,413.002,81.6966,13.5322,100.734,485.626,13.4084,0.0259,2.6253,2.4226,13.4098,0.5369,0.1169,0.5198,12.0677,2.9237,6.515,0.358608,0.006023,0.00671,0.012009,0.007152
876,kor,1997,metals,14.6843,6.9119,17.7484,47.0095,29.2013,28.5806,13.3153,9.6382,0.5732,8.8845,69.7885,6.846,3230.93,597.468,1176.66,1912.04,77.1381,5.2485,2422.17,38.4528,52.3327,3.9057,1.7593,5.4253,14.3168,41.7794,327.073,metals,0.3092,0.8766,8.163,3.8288,1.5482,26.6798,3.8686,6.1067,0.4967,3.5713,47.4972,5.7218,3271.44,285.043,590.852,1313.33,27.3096,0.0708,1.6576,2.2356,32.0452,0.6872,0.1352,0.4884,11.668,2.0521,5.7951,0.202611,0.06177,0.038878,0.053983,0.048978
877,kor,1997,fabmetals,14.2604,5.1351,19.0821,88.7825,83.5856,32.7689,14.5896,19.225,0.8981,7.0176,77.8502,5.3425,20.3499,1956.64,303.02,546.856,51.0112,0.6831,1766.44,43.4687,34.1444,2.7637,1.6006,5.94,10.6839,71.6568,237.449,fabmetals,0.3002,0.6512,8.7765,7.2311,4.4315,30.5896,4.2388,12.1809,0.7782,2.8208,52.9839,4.4651,20.605,933.48,152.159,375.62,18.0597,0.0092,1.2089,2.5272,20.9078,0.4863,0.123,0.5347,8.7072,3.5195,4.2071,0.3134,0.016749,0.016306,0.015962,0.017399
878,kor,1997,transpequip,15.1567,20.1277,4.1361,37.3863,5.6536,14.9048,9.9534,4.5431,0.8721,8.4069,26.4957,5.784,10.3371,8.684,11696.3,109.481,8.0424,0.3516,139.687,45.2471,320.82,2.2417,2.4688,6.2813,13.074,19.6003,460.031,transpequip,0.3191,2.5525,1.9023,3.045,0.2997,13.9136,2.8918,2.8785,0.7557,3.3793,18.0326,4.8341,10.4667,4.143,5873.18,75.1998,2.8473,0.0047,0.0956,2.6306,196.45,0.3944,0.1898,0.5654,10.6551,0.9627,8.1508,0.242721,0.1109,0.083618,0.059591,0.1133
879,kor,1997,machinery,49.449,30.6675,40.6259,96.7317,18.4797,99.7616,56.2444,16.2243,1.7592,27.0277,144.618,10.8363,62.0833,75.8161,1594.47,28894.5,55.1453,4.9922,2197.18,171.346,141.499,33.355,9.3519,21.9292,66.3446,103.982,1036.47,machinery,1.0411,3.8892,18.6851,7.8785,0.9797,93.1269,16.3409,10.2797,1.5244,10.8642,98.4253,9.0567,62.8616,36.1707,800.647,19846.9,19.5233,0.0674,1.5036,9.9618,86.6447,5.8687,0.7189,1.9741,54.0701,5.1072,18.3642,0.279203,0.340052,0.294937,0.202646,0.321227
880,kor,1997,othermanuf,3.5894,1.783,2.141,10.3461,16.4964,12.4933,35.1485,12.2781,0.2019,2.8119,10.1415,0.5909,3.0594,9.7471,97.3693,40.4591,1942.65,0.1671,188.494,65.0366,14.5914,3.7985,1.7831,7.9985,13.391,84.1272,145.157,othermanuf,0.0756,0.2261,0.9847,0.8427,0.8746,11.6624,10.2118,7.7794,0.1749,1.1303,6.9022,0.4939,3.0978,4.6502,48.8932,27.7902,687.765,0.0023,0.129,3.7811,8.9348,0.6683,0.1371,0.72,10.9135,4.132,2.5719,0.32682,0.012839,0.013035,0.008074,0.013259
881,kor,1997,water,6.0012,2.3087,2.9195,27.2243,9.5551,33.5785,13.4713,4.5555,0.4945,5.0096,21.9351,1.3045,6.9041,5.2538,23.6521,58.6237,8.7511,300.125,53.835,29.9599,12.0349,1.6582,1.767,7.1763,9.9819,20.2917,77.8855,water,0.1263,0.2928,1.3428,2.2173,0.5066,31.3454,3.9139,2.8864,0.4285,2.0137,14.9287,1.0902,6.9907,2.5065,11.8767,40.267,3.0982,4.0504,0.0368,1.7418,7.3694,0.2918,0.1358,0.646,8.1351,0.9967,1.38,0.512832,4.3e-05,6.9e-05,0.001438,5.3e-05
882,kor,1997,construction,15.5124,6.9225,97.7934,37.717,6.9728,29.7326,18.2017,6.2644,0.4873,9.311,58.8052,2.5403,23.1233,11.7197,73.9361,179.964,11.0413,3.5736,29177.5,103.573,53.0204,9.3049,4.6857,13.6838,75.3301,33.6228,2108.44,construction,0.3266,0.8779,44.9782,3.0719,0.3697,27.7552,5.2882,3.9691,0.4222,3.7427,40.0221,2.1231,23.4132,5.5913,37.1264,123.613,3.909,0.0482,19.9678,6.0216,32.4662,1.6372,0.3602,1.2318,61.3932,1.6514,37.3572,0.385353,0.000317,0.000379,0.004667,0.000397
883,kor,1997,distribution,149.02,44.5957,53.9779,830.654,110.298,367.057,366.955,213.685,13.1185,171.548,530.972,27.3558,200.428,176.169,1176.12,2561.45,202.513,5.7039,2265.04,26708.1,384.194,35.7941,22.2703,108.564,105.73,1635.13,1461.86,distribution,3.1374,5.6555,24.8261,67.6544,5.8477,342.646,106.613,135.39,11.3675,68.9565,361.373,22.8635,202.941,84.0472,590.578,1759.39,71.6966,0.077,1.5501,1552.77,235.256,6.2979,1.7119,9.773,86.1692,80.3116,25.9012,0.657908,0.014288,0.029202,0.056001,0.020498
884,kor,1997,transport,80.1942,45.0845,55.5549,303.803,48.3048,167.73,117.807,46.9808,11.6364,63.6632,254.566,32.5033,109.961,76.2013,404.176,958.757,100.786,4.3377,1298.88,545.889,15180.7,27.144,34.6754,98.1017,84.9711,173.239,736.475,transport,1.6884,5.7175,25.5514,24.7439,2.561,156.575,34.2269,29.7669,10.0832,25.5905,173.254,27.1656,111.339,36.3544,202.953,658.544,35.6816,0.0585,0.8889,31.7372,9295.71,4.7759,2.6655,8.8312,69.2505,8.5089,13.0489,0.489248,0.108867,0.165459,0.105009,0.116907
885,kor,1997,communcation,62.9872,21.0509,31.0842,175.791,32.3573,109.5,85.4298,36.3455,2.9873,59.0443,155.888,11.1923,68.9352,45.7626,315.884,688.143,51.6593,3.6223,810.594,1663.73,213.02,3421.36,58.7181,154.49,313.129,311.181,813.689,communcation,1.3261,2.6696,14.2966,14.3177,1.7155,102.218,24.8203,23.0285,2.5886,23.7338,106.095,9.3543,69.7995,21.8326,158.618,472.667,18.2892,0.0489,0.5547,96.7265,130.44,601.981,4.5136,13.9073,255.196,15.2841,14.4169,0.750061,0.00487,0.011346,0.021011,0.006675
886,kor,1997,finance,276.38,66.1592,84.9886,556.968,92.2132,682.404,302.56,143.408,13.4921,149.117,535.084,36.8328,251.992,175.273,1409.11,2069.24,241.561,6.4543,2906.98,1234.93,537.448,68.5185,2146.44,396.792,104.232,275.943,2633.49,finance,5.8187,8.3902,39.0888,45.3635,4.8889,637.021,87.904,90.8629,11.6913,59.9399,364.172,30.7841,255.152,83.6201,707.574,1421.3,85.521,0.0871,1.9894,71.7973,329.098,12.0557,164.995,35.7195,84.9479,13.5533,46.6601,0.696386,0.001335,0.002887,0.044879,0.001938
887,kor,1997,insurance,22.678,16.404,15.3567,82.5726,14.1387,91.3223,83.4663,21.6165,1.8642,18.9414,79.8877,6.0764,29.2992,22.0555,127.085,298.15,30.6852,0.5998,294.522,62.6007,182.205,6.8861,6.3186,6410.32,23.6942,38.8132,160.815,insurance,0.4774,2.0803,7.063,6.7253,0.7496,85.2488,24.2498,13.6962,1.6154,7.6138,54.3706,5.0786,29.6666,10.5223,63.8146,204.791,10.8636,0.0081,0.2016,3.6395,111.57,1.2116,0.4857,577.062,19.3105,1.9064,2.8493,0.701487,0.005001,0.010898,0.011906,0.007215
888,kor,1997,obsict,418.147,141.793,142.442,1004.58,242.422,523.52,448.227,152.639,9.5063,271.176,849.019,45.3184,288.036,203.64,1586.68,3104.21,273.262,12.0846,6702.37,4050.33,1075.59,171.396,222.248,628.155,5903.25,1135.94,3522.78,obsict,8.8034,17.9818,65.5133,81.8205,12.8526,488.703,130.225,96.712,8.2375,109.004,577.832,37.8762,291.647,97.1536,796.739,2132.19,96.7442,0.1631,4.5868,235.48,658.624,30.1567,17.0839,56.5469,4811.08,55.7934,62.4166,0.589027,0.041176,0.075343,0.104863,0.057796
889,kor,1997,oconsumer,46.0962,30.3134,25.4877,159.436,31.8182,151.89,102.783,36.63,3.1398,53.3188,150.871,9.8701,54.0975,51.1567,269.042,538.034,51.9149,3.3463,590.63,468.764,188.695,42.2745,27.846,177.68,106.192,3170.6,1121.09,oconsumer,0.9705,3.8443,11.7226,12.9856,1.6869,141.789,29.8619,23.2087,2.7207,21.4324,102.681,8.2493,54.7757,24.4061,135.097,369.561,18.3797,0.0452,0.4042,27.2532,115.544,7.4381,2.1405,15.9949,86.5453,155.729,19.8634,0.2073,0.004275,0.002753,0.013314,0.004774
890,kor,1997,oservices,44.5156,17.3257,62.0556,131.781,20.9866,117.603,46.7265,31.4818,1.331,25.5663,291.298,9.4912,86.9978,45.4789,750.713,2625.39,47.6759,3.7724,742.197,197.994,188.183,25.6307,10.7613,26.2787,38.9522,80.9926,65819.5,oservices,0.9372,2.1972,28.5413,10.7332,1.1127,109.782,13.5756,19.9468,1.1533,10.2768,198.254,7.9326,88.0885,21.6972,376.964,1803.31,16.8789,0.0509,0.5079,11.5111,115.231,4.5097,0.8272,2.3656,31.7456,3.9781,1166.19,0.677193,0.010455,0.021993,0.038656,0.014505
1242,phl,1997,primaryagr,4461.37,11.0345,0.6727,5333.38,425.206,29.1615,23.4665,9.327,2.0134,0.7583,41.2055,0.3529,1.144,0.2822,1.8539,24.3977,20.4074,0.2456,17.1785,28.223,31.9969,0.4688,0.3148,3.0542,80.1308,123.794,62.6249,primaryagr,443.909,2.0705,0.0946,513.772,14.4058,26.3363,24.5245,11.66,2.1241,0.4113,28.4777,0.3655,1.8098,0.7854,0.771,27.1718,13.662,0.0077,0.088,1.4844,17.7129,0.0418,0.0389,0.2842,77.104,2.5494,0.4866,0.65446,0.012943,0.026779,0.06176,0.024912
1243,phl,1997,otherprim,8.4702,1495.26,4.7077,446.835,13.4919,0.5876,1.0838,0.55,18.6543,0.6011,5.2827,4.1392,37.2437,2.8405,9.8484,132.043,8.4974,0.3546,145.726,13.3388,10.379,0.2891,0.1487,1.3372,25.2242,53.3854,33.8414,otherprim,0.8428,280.568,0.6622,43.0443,0.4571,0.5306,1.1326,0.6875,19.6797,0.326,3.651,4.2866,58.9187,7.9058,4.0957,147.057,5.6887,0.0111,0.7469,0.7016,5.7456,0.0258,0.0184,0.1244,24.2714,1.0994,0.263,0.606283,0.010323,0.019786,0.031209,0.016614
1244,phl,1997,energy,28.826,120.383,514.051,170.31,28.6326,19.1808,40.1446,10.2565,17.6846,10.285,21.5944,10.0711,14.1515,2.5917,18.4782,181.482,14.4657,1.4445,99.9491,44.0876,140.73,1.587,1.227,8.6999,214.33,30.9873,99.5143,energy,2.8682,22.5884,72.3112,16.4062,0.9701,17.3225,41.9545,12.822,18.6567,5.5787,14.9242,10.4297,22.3874,7.2133,7.6847,202.117,9.6842,0.0452,0.5123,2.3189,77.9058,0.1416,0.1517,0.8096,206.234,0.6382,0.7733,0.265883,0.004912,0.004129,0.03951,0.004193
1245,phl,1997,procfoods,57.1091,7.8591,0.2575,4887.8,109.686,0.8672,1.1686,0.572,0.8929,0.1381,9.1068,0.1371,0.5291,0.1057,0.628,7.5341,7.9938,0.0833,7.3006,13.5999,15.9367,0.215,0.1282,1.5162,16.9265,73.5247,28.8729,procfoods,5.6824,1.4747,0.0362,470.848,3.7161,0.7832,1.2213,0.7151,0.942,0.0749,6.2938,0.142,0.837,0.2943,0.2612,8.3908,5.3515,0.0026,0.0374,0.7153,8.8223,0.0192,0.0159,0.1411,16.2871,1.5142,0.2244,0.297022,0.034152,0.032068,0.027251,0.058416
1246,phl,1997,bevtobacco,0.227,0.0775,0.0592,1.2787,696.073,0.0294,0.0644,0.0456,0.0638,0.0129,0.1948,0.0134,0.1305,0.0175,0.1265,1.0993,0.0625,0.0102,0.6541,7.2448,1.0002,0.0115,0.005,0.0398,0.4008,1.4661,1.0007,bevtobacco,0.0226,0.0145,0.0083,0.1232,23.5827,0.0266,0.0673,0.057,0.0673,0.007,0.1346,0.0138,0.2065,0.0488,0.0526,1.2243,0.0418,0.0003,0.0034,0.381,0.5537,0.001,0.0006,0.0037,0.3857,0.0302,0.0078,0.306652,0.001778,0.001723,0.001379,0.002572
1247,phl,1997,textiles,1.2778,3.9553,0.0868,7.5578,0.5039,107.599,77.4142,12.4908,0.1943,0.0819,3.5696,0.1096,0.2052,0.0705,0.7772,9.9151,12.1953,0.0313,2.0303,3.0748,2.7122,0.0396,0.0286,0.2055,3.262,2.8436,8.5544,textiles,0.1271,0.7422,0.0122,0.7281,0.0171,97.1742,80.9044,15.6153,0.205,0.0444,2.467,0.1135,0.3246,0.1963,0.3232,11.0425,8.1643,0.001,0.0104,0.1617,1.5015,0.0035,0.0035,0.0191,3.1388,0.0586,0.0665,0.151663,0.012093,0.005798,0.01137,0.008921
1248,phl,1997,clothing,0.0345,0.0062,0.0031,0.0805,0.0131,0.0018,491.983,0.003,0.004,0.0007,0.0035,0.0012,0.0056,0.0009,0.0065,0.0606,0.0038,0.0008,0.0506,0.2975,0.0652,0.0023,0.0013,0.0163,0.4701,0.8253,0.7651,clothing,0.0034,0.0012,0.0004,0.0078,0.0004,0.0017,514.163,0.0038,0.0042,0.0004,0.0024,0.0012,0.0088,0.0026,0.0027,0.0675,0.0025,0.0,0.0003,0.0156,0.0361,0.0002,0.0002,0.0015,0.4524,0.017,0.0059,0.246942,0.050111,0.039119,0.02623,0.038171
1249,phl,1997,leather,0.0015,0.0006,0.0001,0.0112,0.0006,0.0028,0.0139,89.7858,0.0005,0.0,0.0038,0.0,0.0001,0.0001,0.0017,0.0116,0.0078,0.0,0.002,0.0034,0.002,0.0001,0.0,0.0002,0.0048,0.0065,0.0056,leather,0.0001,0.0001,0.0,0.0011,0.0,0.0025,0.0145,112.244,0.0005,0.0,0.0026,0.0,0.0002,0.0002,0.0007,0.0129,0.0052,0.0,0.0,0.0002,0.0011,0.0,0.0,0.0,0.0046,0.0001,0.0,0.228315,0.011296,0.008153,0.005721,0.010937
1250,phl,1997,lumber,2.0846,1.1296,0.7104,4.5219,0.4861,0.0921,0.278,0.1117,158.705,0.0516,0.1751,0.052,0.2279,0.0752,0.3589,4.27,9.4034,0.0631,71.4557,9.7066,1.0937,0.0364,0.0301,0.1944,5.7132,2.7783,8.2492,lumber,0.2074,0.212,0.0999,0.4356,0.0165,0.0832,0.2906,0.1396,167.428,0.028,0.121,0.0538,0.3605,0.2094,0.1493,4.7555,6.2952,0.002,0.3662,0.5105,0.6054,0.0032,0.0037,0.0181,5.4974,0.0572,0.0641,0.273259,0.013265,0.011459,0.009579,0.014531
1251,phl,1997,paperpub,1.5501,0.3461,0.3269,6.0228,12.0706,0.4505,0.7934,0.3509,0.3455,31.4293,0.6387,0.9427,0.2262,0.0919,0.3496,9.0933,1.1764,0.1601,6.3589,10.2005,3.0277,0.3559,0.4208,1.6731,12.6117,2.5737,38.245,paperpub,0.1542,0.0649,0.046,0.5802,0.4089,0.4069,0.8291,0.4387,0.3645,17.0477,0.4414,0.9763,0.3579,0.2559,0.1454,10.1273,0.7876,0.005,0.0326,0.5365,1.6761,0.0318,0.052,0.1557,12.1353,0.053,0.2972,0.144853,0.002489,0.00114,0.002466,0.001557
1252,phl,1997,chemicals,50.1923,9.3906,2.253,97.1155,13.2961,11.8215,15.8299,8.0692,4.7516,1.5804,255.318,0.9289,3.1458,0.9206,6.3561,96.0379,9.5065,0.9229,57.7877,48.8165,78.8769,0.902,0.6987,4.1481,100.56,69.7173,90.5689,chemicals,4.9942,1.762,0.3169,9.3553,0.4505,10.6762,16.5436,10.0876,5.0128,0.8572,176.454,0.9619,4.9765,2.5622,2.6434,106.958,6.3642,0.0289,0.2962,2.5676,43.665,0.0805,0.0864,0.386,96.7614,1.4358,0.7038,0.252451,0.014826,0.011832,0.025831,0.013685
1253,phl,1997,nonmetmin,0.9192,0.4063,0.3044,7.2613,11.2135,0.1737,0.2938,0.1272,0.1889,0.051,3.1511,48.5639,0.1245,0.0454,0.789,8.2626,0.8614,0.2054,123.121,2.5992,1.9436,0.0317,0.0321,0.1759,5.9576,3.3428,12.4944,nonmetmin,0.0915,0.0762,0.0428,0.6995,0.3799,0.1568,0.307,0.159,0.1992,0.0276,2.1777,50.2931,0.1969,0.1265,0.3281,9.2021,0.5767,0.0064,0.631,0.1367,1.076,0.0028,0.004,0.0164,5.7325,0.0688,0.0971,0.239663,0.004738,0.003589,0.00371,0.004221
1254,phl,1997,metals,1.603,2.1114,5.2116,11.8026,3.5385,0.3389,0.675,0.3544,0.94,0.3255,0.9455,1.1583,63.6023,4.7333,16.1286,187.661,3.5584,0.2625,86.5889,9.424,6.809,0.2261,0.0807,0.4007,19.5427,4.0873,12.1838,metals,0.1595,0.3962,0.7331,1.137,0.1199,0.3061,0.7054,0.4431,0.9917,0.1766,0.6534,1.1995,100.618,13.174,6.7076,208.998,2.3822,0.0082,0.4438,0.4957,3.7693,0.0202,0.01,0.0373,18.8045,0.0842,0.0947,0.161865,0.01461,0.007476,0.018478,0.017798
1255,phl,1997,fabmetals,2.949,1.976,0.9232,22.4657,13.3362,0.1971,0.4377,0.9024,2.9208,0.1515,0.8977,0.1544,0.3616,28.1912,7.2507,76.2137,5.5868,0.1169,117.186,14.4185,7.2159,0.6724,0.1794,0.6254,8.4519,6.6895,14.9234,fabmetals,0.2934,0.3708,0.1299,2.1642,0.4518,0.178,0.4575,1.1281,3.0814,0.0822,0.6204,0.1599,0.572,78.4625,3.0154,84.8794,3.7401,0.0037,0.6006,0.7584,3.9946,0.06,0.0222,0.0582,8.1326,0.1378,0.116,0.273487,0.006834,0.005908,0.009868,0.007717
1256,phl,1997,transpequip,0.3883,0.1786,0.1084,0.8472,0.1185,0.0169,0.0449,0.0222,0.0497,0.0074,0.0322,0.0098,0.0507,0.0082,52.2083,0.5565,0.0933,0.0415,0.553,2.1476,6.0044,0.0735,0.0199,0.1072,6.6957,0.6387,2.9978,transpequip,0.0386,0.0335,0.0152,0.0816,0.004,0.0152,0.0469,0.0278,0.0524,0.004,0.0222,0.0101,0.0803,0.0227,21.7125,0.6198,0.0625,0.0013,0.0028,0.113,3.3239,0.0066,0.0025,0.01,6.4428,0.0132,0.0233,0.061127,0.007704,0.001489,0.001671,0.00475
1257,phl,1997,machinery,0.7321,1.6503,0.3664,2.7847,0.3114,0.0761,0.1444,0.0609,0.4077,0.043,0.1542,0.0828,0.1066,0.0389,0.8463,1661.58,0.4825,0.0699,4.2208,2.3539,3.8558,0.4902,0.0525,0.2176,8.4601,1.3901,6.3293,machinery,0.0728,0.3097,0.0515,0.2683,0.0106,0.0687,0.1509,0.0761,0.4301,0.0233,0.1066,0.0858,0.1686,0.1084,0.352,1850.51,0.323,0.0022,0.0216,0.1238,2.1345,0.0438,0.0065,0.0203,8.1405,0.0286,0.0492,0.099645,0.431593,0.135953,0.094956,0.189745
1258,phl,1997,othermanuf,0.6453,1.883,0.4325,2.5853,0.6269,0.3391,3.9135,0.9666,0.7614,0.162,0.2243,0.3551,0.2899,0.4806,1.1192,11.6262,286.911,0.3,4.7502,5.2858,4.16,0.3658,0.3151,2.4351,10.1313,6.6247,29.0853,othermanuf,0.0642,0.3533,0.0608,0.249,0.0212,0.3062,4.0899,1.2084,0.8032,0.0879,0.155,0.3677,0.4586,1.3375,0.4655,12.9482,192.075,0.0094,0.0243,0.278,2.3029,0.0327,0.0389,0.2266,9.7486,0.1364,0.226,0.381229,0.011639,0.014027,0.011621,0.014817
1259,phl,1997,water,3.3305,6.5588,0.2742,18.6996,5.7962,1.3737,3.4727,0.8206,0.9834,0.1734,0.7545,0.1903,0.5798,0.1067,0.7022,14.0555,1.3866,172.324,6.1897,13.9462,4.8936,0.147,0.2447,2.0146,43.659,8.8262,22.7883,water,0.3314,1.2307,0.0386,1.8014,0.1964,1.2407,3.6292,1.0259,1.0375,0.0941,0.5214,0.1971,0.9173,0.2969,0.292,15.6536,0.9282,5.3878,0.0317,0.7335,2.709,0.0131,0.0302,0.1875,42.0098,0.1818,0.1771,0.803554,0.00016,0.000405,0.004122,0.000301
